iCode	sName	sPrefab	sIcon	iType	iClass	iParts	iOp01	iFGrade	iPrice	iHP	iSP	iSTR	iAGI	iINT	iVIT	iPATK	iMATK	iPDEF	iMDEF	iCRI	iACRI	iHPRG	iSPRG	iHPST	iRSPC	iACC	iDG	iSBLK	iWBLK	iPPEN	iIMDEF	iRSTN	iRSLC	iRSLP	iRPTF	iRFRZ	iRCTA	iRAB	iIHEAL	iUSL	iDR	fATKI	iMat01	iMat01C	iMat02	iMat02C	iMat03	iMat03C	iMat04	iMat04C	sInfo	sDropInfo
100000105	해탈의 어깨갑옷	hero05_shoulder_01	hero05_shoulder_01	2	5	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000106	호신의 어깨보호대	hero05_shoulder_02	hero05_shoulder_02	2	5	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000107	용호의 어깨갑옷	hero05_shoulder_03	hero05_shoulder_03	2	5	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000108	심안의 어깨갑옷	hero05_shoulder_04	hero05_shoulder_04	2	5	2	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000109	해탈의 글러브	hero05_glove_01	hero05_glove_01	2	5	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000110	호신의 장갑	hero05_glove_02	hero05_glove_02	2	5	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000111	용호의 장갑	hero05_glove_03	hero05_glove_03	2	5	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000112	심안의 장갑	hero05_glove_04	hero05_glove_04	2	5	4	0	1	100	0	0	0	0	0	0	0	0	70	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000113	해탈의 부츠	hero05_leg_01	hero05_leg_01	2	5	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000114	호신의 장화	hero05_leg_02	hero05_leg_02	2	5	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000115	용호의 부츠	hero05_leg_03	hero05_leg_03	2	5	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000116	심안의 장화	hero05_leg_04	hero05_leg_04	2	5	5	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000117	흑호	monk_weapon_01	monk_weapon_01	1	5	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000118	카오틱핸드	monk_weapon_02	monk_weapon_02	1	5	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000119	문슬레이어	monk_weapon_03	monk_weapon_03	1	5	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100000120	용왕의 손톱	monk_weapon_04	monk_weapon_04	1	5	6	0	1	100	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001001	리엔 목걸이	null	necklace_01	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001002	엘프의 목걸이	null	necklace_02	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001003	비취 목걸이	null	necklace_03	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001004	루비 목걸이	null	necklace_04	3	7	8	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001005	리엔 귀걸이	null	earring_01	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001006	엘프 귀걸이	null	earring_02	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001007	비취 귀걸이	null	earring_03	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001008	루비 귀걸이	null	earring_04	3	7	7	0	1	100	0	0	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001009	리엔 반지	null	ring_01	3	7	9	0	1	100	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001010	엘프 반지	null	ring_02	3	7	9	0	1	100	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001011	비취 반지	null	ring_03	3	7	9	0	1	100	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
100001012	루비 반지	null	ring_04	3	7	9	0	1	100	0	0	0	0	0	0	80	80	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	null	null
800000001	C등급 무기상자	null	BoxWeapon01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C등급 무기 획득 가능	null
800000002	B등급 무기상자	null	BoxWeapon01	13	0	0	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B등급 무기 획득 가능	null
800000003	A등급 무기상자	null	BoxWeapon01	13	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A등급 무기 획득 가능	null
800000004	S등급 무기상자	null	BoxWeapon01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S등급 무기 획득 가능	null
800000005	SS등급 무기상자	null	BoxWeapon01	13	0	0	0	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS등급 무기 획득 가능	null
800000006	SSS등급 무기상자	null	BoxWeapon01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSS등급 무기 획득 가능	null
800000007	C등급 방어구상자	null	BoxArmor01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C등급 방어구 획득 가능	null
800000008	B등급 방어구상자	null	BoxArmor01	13	0	0	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B등급 방어구 획득 가능	null
800000009	A등급 방어구상자	null	BoxArmor01	13	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A등급 방어구 획득 가능	null
800000010	S등급 방어구상자	null	BoxArmor01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S등급 방어구 획득 가능	null
800000011	SS등급 방어구상자	null	BoxArmor01	13	0	0	0	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS등급 방어구 획득 가능	null
800000012	SSS등급 방어구상자	null	BoxArmor01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSS등급 방어구 획득 가능	null
800000013	C등급 장신구상자	null	BoxAcc01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C등급 장신구 획득 가능	null
800000014	B등급 장신구상자	null	BoxAcc01	13	0	0	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B등급 장신구 획득 가능	null
800000015	A등급 장신구상자	null	BoxAcc01	13	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A등급 장신구 획득 가능	null
800000016	S등급 장신구상자	null	BoxAcc01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S등급 장신구 획득 가능	null
800000017	SS등급 장신구상자	null	BoxAcc01	13	0	0	0	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS등급 장신구 획득 가능	null
800000018	SSS등급 장신구상자	null	BoxAcc01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSS등급 장신구 획득 가능	null
800000019	C등급 정령석상자	null	BoxSoul01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C등급 정령석을 얻을 수 있다	null
800000020	B등급 정령석상자	null	BoxSoul01	13	0	0	0	2	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	B등급 정령석을 얻을 수 있다	null
800000021	A등급 정령석상자	null	BoxSoul01	13	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A등급 정령석을 얻을 수 있다	null
800000022	S등급 정령석상자	null	BoxSoul01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S등급 정령석을 얻을 수 있다	null
800000023	SS등급 정령석상자	null	BoxSoul01	13	0	0	0	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS등급 정령석을 얻을 수 있다	null
800000024	SSS등급 정령석상자	null	BoxSoul01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSS등급 정령석을 얻을 수 있다	null
800000025	하급 장비상자	null	BoxLQEqip01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급 장비 획득 가능	null
800000026	하급 정령석상자	null	BoxSoul01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급 정령석 획득 가능	null
800000027	고급 정령석상자	null	BoxSoul01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S~SSS 등급 정령석 획득 가능	null
800010001	고급 장비 상자	null	BoxHQEqip01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	A~SSS 등급의 장비 획득 가능	null
800010002	고급 재료 상자	null	BoxHQMat01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	강화석, 승급석, 정령석, 엘릭서 제작 재료 획득 가능	null
800010003	우정 포인트 장비상자	null	BoxFriend01	13	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	우정포인트로 구매하는 장비 상자	null
800010004	고급 장비 보급 상자	null	BoxHQEqip01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고급 장비를 획득	null
800010005	고급 재료 보급 상자	null	BoxHQMat01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	승급석과 마법의 안료를 획득	null
800010006	SS등급 장비상자	null	BoxSSSEqip01	13	0	0	0	5	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS등급 장비를 획득 할 수 있는 상자	null
800010007	고급 강화석 상자	null	BoxEnhance01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	고급 강화석을 획득 할 수 있는 상자	null
800010008	승급석 상자	null	BoxUpgrade01	13	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	승급석을 획득 할 수 있는 상자	null
800010009	SSS등급 장비상자	null	BoxSSSEqip01	13	0	0	0	6	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSS등급 장비를 획득 할 수 있는 상자	null
800010010	강화석 상자	null	BoxEnhance01	13	0	0	0	3	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	강화석을 획득 할 수 있는 상자	null
800030001	준비된 영웅의 상자	null	BoxAD01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	모든 등급의 장비, 강화석, 승급석 중 하나를 획득 가능	null
800040001	하급 연마제 상자	null	BoxLevelupstoneLow01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급 연마제를 얻을 수 있다.	null
800040002	고급 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S~SSS 등급의 연마제중 하나를 얻을 수 있다	null
800040003	하급 무기 연마제 상자	null	BoxLevelupstoneLow01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급의 무기 연마제를 얻을 수 있다	null
800040004	고급 무기 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S~SSS 등급의 무기 연마제를 얻을 수 있다	null
800040005	하급 방어구 연마제 상자	null	BoxLevelupstoneLow01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급의 방어구 연마제를 얻을 수 있다	null
800040006	고급 방어구 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S~SSS 등급의 방어구 연마제를 얻을 수 있다	null
800040007	하급 장신구 연마제 상자	null	BoxLevelupstoneLow01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급의 장신구 연마제를 얻을 수 있다	null
800040008	고급 장신구 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S~SSS 등급의 장신구 연마제를 얻을 수 있다	null
800040009	S 등급 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	S 등급의 연마제 중 하나를 얻을 수 있다	null
800040010	SS 등급 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SS 등급의 연마제 중 하나를 얻을 수 있다	null
800040011	SSS 등급 연마제 상자	null	BoxLevelupstoneHQ01	13	0	0	0	4	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	SSS 등급의 연마제 중 하나를 얻을 수 있다	null
900010001	장비 연마석	null	LevelupStone01	4	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	레벨업 재료 아이템	null
900020001	Lv.1 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900020002	Lv.2 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900020001	5	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900020003	Lv.3 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900020002	5	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900020004	Lv.4 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900020003	5	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900020005	Lv.5 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900020004	5	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900020006	Lv.6 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900020005	5	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900020007	Lv.7 무기 승급석	null	UpgradeStone01	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900020006	5	0	0	0	0	0	0	C~A 등급 연마제 획득 가능	null
900021001	Lv.1 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	승급 재료 아이템	null
900021002	Lv.2 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900021001	5	0	0	0	0	0	0	승급 재료 아이템	null
900021003	Lv.3 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900021002	5	0	0	0	0	0	0	승급 재료 아이템	null
900021004	Lv.4 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900021003	5	0	0	0	0	0	0	승급 재료 아이템	null
900021005	Lv.5 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900021004	5	0	0	0	0	0	0	승급 재료 아이템	null
900021006	Lv.6 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900021005	5	0	0	0	0	0	0	승급 재료 아이템	null
900021007	Lv.7 방어구 승급석	null	UpgradeStone02	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900021006	5	0	0	0	0	0	0	승급 재료 아이템	null
900022001	Lv.1 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	승급 재료 아이템	null
900022002	Lv.2 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900022001	5	0	0	0	0	0	0	승급 재료 아이템	null
900022003	Lv.3 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900022002	5	0	0	0	0	0	0	승급 재료 아이템	null
900022004	Lv.4 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900022003	5	0	0	0	0	0	0	승급 재료 아이템	null
900022005	Lv.5 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900022004	5	0	0	0	0	0	0	승급 재료 아이템	null
900022006	Lv.6 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900022005	5	0	0	0	0	0	0	승급 재료 아이템	null
900022007	Lv.7 장신구 승급석	null	UpgradeStone03	5	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	900022006	5	0	0	0	0	0	0	승급 재료 아이템	null
900030001	하급 장비 강화석	null	EnhanceStone01	6	0	0	0	1	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	무기를 강화 시켜 성공시 강화 등급을 1등급 증가시킨다.	null
